train,Comedy-Crime-Fantasy-Romance,854,226
train,Comedy-Crime-Horror-Thriller,194490,341
train,Comedy-Crime-Horror-Thriller,300980,342
train,Comedy-Crime-Horror-Thriller,13849,189
train,Comedy-Crime-Horror-Thriller,244458,265
train,Comedy-Crime-Drama-Mystery,214883,189
train,Comedy-Crime-Drama-Mystery,75770,367
train,Comedy-Crime-Drama-Mystery,750,338
train,Comedy-Crime-Drama-Mystery,142074,168
train,Comedy-Crime-Drama-Mystery,48778,232
train,Comedy-Crime-Drama-Mystery,42630,198
train,Comedy-Crime-Drama-Mystery,184669,84
train,Comedy-Crime-Drama-Mystery,13774,276
train,Comedy-Crime-Drama-Mystery,315544,218
train,Comedy-Crime-Drama-Mystery,31590,223
train,Crime-Drama-Music-Romance,9762,283
train,Crime-Drama-Music-Romance,77291,151
train,Crime-Drama-Music-Romance,295753,355
train,Crime-Drama-Music-Romance,261750,294
train,Crime-Drama-Music-Romance,45628,341
train,Crime-Drama-Music-Romance,2148,455
train,Crime-Drama-Music-Romance,132883,171
train,Comedy-Drama-Romance,19361,297
train,Comedy-Drama-Romance,364411,371
train,Comedy-Drama-Romance,353092,64
train,Comedy-Drama-Romance,78355,358
train,Comedy-Drama-Romance,314434,288
train,Comedy-Drama-Romance,353309,316
train,Comedy-Drama-Romance,74022,276
train,Comedy-Drama-Romance,126186,303
train,Comedy-Drama-Romance,37672,49
train,Comedy-Drama-Romance,139,969
train,Comedy-Drama-Romance,13665,270
train,Comedy-Drama-Romance,120743,224
train,Comedy-Drama-Romance,24807,157
train,Comedy-Drama-Romance,408574,140
train,Comedy-Drama-Romance,10564,309
train,Comedy-Drama-Romance,463168,741
train,Comedy-Drama-Romance,32855,241
train,Comedy-Drama-Romance,403974,287
train,Comedy-Drama-Romance,79372,349
train,Comedy-Drama-Romance,58333,334
train,Comedy-Drama-Romance,241621,62
train,Comedy-Drama-Romance,11777,308
train,Comedy-Drama-Romance,27402,133
train,Comedy-Drama-Romance,48130,225
train,Comedy-Drama-Romance,230271,314
train,Comedy-Drama-Romance,50036,324
train,Comedy-Drama-Romance,38721,338
train,Comedy-Drama-Romance,13,10905
train,Comedy-Drama-Romance,31988,354
train,Comedy-Drama-Romance,378774,193
train,Comedy-Drama-Romance,86216,267
train,Comedy-Drama-Romance,5729,324
train,Comedy-Drama-Romance,153288,337
train,Comedy-Drama-Romance,10938,249
train,Comedy-Drama-Romance,112485,169
train,Comedy-Drama-Romance,83061,198
train,Comedy-Drama-Romance,31944,191
train,Comedy-Drama-Romance,63612,203
train,Comedy-Drama-Romance,43850,328
train,Comedy-Drama-Romance,320035,202
train,Comedy-Drama-Romance,76198,347
train,Comedy-Drama-Romance,194806,313
train,Comedy-Drama-Romance,8992,352
train,Comedy-Drama-Romance,53741,158
train,Comedy-Drama-Romance,251493,279
train,Comedy-Drama-Romance,36115,307
train,Comedy-Drama-Romance,399624,320
train,Comedy-Drama-Romance,173178,135
train,Comedy-Drama-Romance,381552,204
train,Comedy-Drama-Romance,319632,170
train,Comedy-Drama-Romance,37174,205
train,Comedy-Drama-Romance,36542,296
train,Comedy-Drama-Romance,194407,249
train,Comedy-Drama-Romance,44074,281
train,Comedy-Drama-Romance,36614,227
train,Comedy-Drama-Romance,9726,291
train,Comedy-Drama-Romance,8952,506
train,Comedy-Drama-Romance,49697,196
train,Comedy-Drama-Romance,377275,242
train,Comedy-Drama-Romance,85328,339
train,Comedy-Drama-Romance,121579,259
train,Comedy-Drama-Romance,32574,171
train,Comedy-Drama-Romance,2313,325
train,Comedy-Drama-Romance,240541,246
train,Comedy-Drama-Romance,56928,309
train,Comedy-Drama-Romance,184791,106
train,Comedy-Drama-Romance,10582,343
train,Comedy-Drama-Romance,9087,362
train,Comedy-Drama-Romance,119273,309
train,Comedy-Drama-Romance,49687,245
train,Comedy-Drama-Romance,445685,452
train,Comedy-Drama-Romance,73980,295
train,Comedy-Drama-Romance,392,928
train,Comedy-Drama-Romance,243086,610
train,Comedy-Drama-Romance,50460,168
train,Comedy-Drama-Romance,324352,177
train,Comedy-Drama-Romance,202792,1502
train,Comedy-Drama-Romance,55736,277
train,Comedy-Drama-Romance,50848,237
train,Comedy-Drama-Romance,465174,217
train,Comedy-Drama-Romance,51804,204
train,Comedy-Drama-Romance,114266,260
train,Comedy-Drama-Romance,4837,274
train,Comedy-Drama-Romance,11634,393
train,Comedy-Drama-Romance,12547,254
train,Comedy-Drama-Romance,382270,210
train,Comedy-Drama-Romance,61471,169
train,Comedy-Drama-Romance,475934,236
train,Comedy-Drama-Romance,72442,131
train,Comedy-Drama-Romance,12478,307
train,Comedy-Drama-Romance,85297,91
train,Comedy-Drama-Romance,18438,264
train,Comedy-Drama-Romance,44282,164
train,Comedy-Drama-Romance,116014,357
train,Comedy-Drama-Romance,14675,191
train,Comedy-Drama-Romance,352290,325
train,Comedy-Drama-Romance,335573,211
train,Comedy-Drama-Romance,50010,277
train,Comedy-Drama-Romance,19382,173
train,Comedy-Drama-Romance,272435,215
train,Comedy-Drama-Romance,43870,801
train,Comedy-Drama-Romance,426431,308
train,Comedy-Drama-Romance,406213,165
train,Comedy-Drama-Romance,63607,248
train,Comedy-Drama-Romance,26333,272
train,Comedy-Drama-Romance,29825,201
train,Comedy-Drama-Romance,17806,354
train,Comedy-Drama-Romance,226690,304
train,Comedy-Drama-Romance,62881,302
train,Comedy-Drama-Romance,44524,309
train,Comedy-Drama-Romance,464898,295
train,Comedy-Drama-Romance,35818,181
train,Comedy-Drama-Romance,70308,342
train,Comedy-Drama-Romance,34128,250
train,Comedy-Drama-Romance,40777,294
train,Comedy-Drama-Romance,354940,432
train,Comedy-Drama-Romance,129941,250
train,Comedy-Drama-Romance,209049,319
train,Comedy-Drama-Romance,48598,347
train,Comedy-Drama-Romance,66904,189
train,Comedy-Drama-Romance,405936,296
train,Comedy-Drama-Romance,98532,242
train,Comedy-Drama-Romance,21263,141
train,Comedy-Drama-Romance,16089,298
train,Comedy-Drama-Romance,97341,97
train,Comedy-Drama-Romance,16158,325
train,Comedy-Drama-Romance,12890,222
train,Comedy-Drama-Romance,123757,309
train,Comedy-Drama-Romance,12220,293
train,Comedy-Drama-Romance,224240,160
train,Comedy-Drama-Romance,32700,225
train,Comedy-Drama-Romance,85052,332
train,Comedy-Drama-Romance,86440,310
train,Comedy-Drama-Romance,56946,144
train,Comedy-Drama-Romance,50027,160
train,Comedy-Drama-Romance,41747,222
train,Comedy-Drama-Romance,776,201
train,Comedy-Drama-Romance,10478,234
train,Comedy-Drama-Romance,47332,347
train,Comedy-Drama-Romance,236,258
train,Comedy-Drama-Romance,370671,163
train,Comedy-Drama-Romance,76494,275
train,Comedy-Drama-Romance,396728,185
train,Comedy-Drama-Romance,61144,213
train,Comedy-Drama-Romance,211711,243
train,Comedy-Drama-Romance,20405,235
train,Comedy-Drama-Romance,468247,212
train,Comedy-Drama-Romance,158439,306
train,Comedy-Drama-Romance,351611,253
train,Comedy-Drama-Romance,121211,295
train,Comedy-Drama-Romance,245613,263
train,Comedy-Drama-Romance,16186,263
train,Comedy-Drama-Romance,38524,229
train,Comedy-Drama-Romance,164,339
train,Comedy-Drama-Romance,72265,340
train,Comedy-Drama-Romance,25641,380
train,Comedy-Drama-Romance,82696,219
train,Comedy-Drama-Romance,48709,200
train,Comedy-Drama-Romance,291558,119
train,Comedy-Drama-Romance,177586,158
train,Comedy-Drama-Romance,45174,167
train,Comedy-Drama-Romance,46858,353
train,Comedy-Drama-Romance,413646,358
train,Comedy-Drama-Romance,22512,225
train,Comedy-Drama-Romance,70554,272
train,Comedy-Drama-Romance,111322,188
train,Comedy-Drama-Romance,19620,127
train,Comedy-Drama-Romance,10580,248
train,Comedy-Drama-Romance,34013,242
train,Comedy-Drama-Romance,52696,354
train,Comedy-Drama-Romance,62958,312
train,Comedy-Drama-Romance,330415,307
train,Comedy-Drama-Romance,458515,202
train,Comedy-Drama-Romance,31897,225
train,Comedy-Drama-Romance,281792,219
train,Comedy-Drama-Romance,52738,331
train,Comedy-Drama-Romance,42501,190
train,Comedy-Drama-Romance,70914,120
train,Comedy-Drama-Romance,19151,270
train,Comedy-Drama-Romance,45477,324
train,Comedy-Drama-Romance,83714,202
train,Comedy-Drama-Romance,48923,277
train,Comedy-Drama-Romance,43361,166
train,Comedy-Drama-Romance,95614,1200
train,Comedy-Drama-Romance,170113,267
train,Comedy-Drama-Romance,31083,167
train,Comedy-Drama-Romance,4676,330
train,Comedy-Drama-Romance,245567,196
train,Comedy-Drama-Romance,230588,229
train,Comedy-Drama-Romance,259903,161
train,Comedy-Drama-Romance,68987,261
train,Comedy-Drama-Romance,35620,343
train,Comedy-Drama-Romance,259720,342
train,Comedy-Drama-Romance,15019,300
train,Comedy-Drama-Romance,53772,271
train,Comedy-Drama-Romance,33644,321
train,Comedy-Drama-Romance,19676,216
train,Comedy-Drama-Romance,253120,329
train,Comedy-Drama-Romance,302323,260
train,Comedy-Drama-Romance,4507,329
train,Comedy-Drama-Romance,114558,274
train,Comedy-Drama-Romance,30382,244
train,Comedy-Drama-Romance,457473,265
train,Comedy-Drama-Romance,84199,322
train,Comedy-Drama-Romance,14057,374
train,Comedy-Drama-Romance,20107,285
train,Comedy-Drama-Romance,61651,275
train,Comedy-Drama-Romance,426216,65
train,Comedy-Drama-Romance,231688,326
train,Comedy-Drama-Romance,134764,339
train,Comedy-Drama-Romance,220714,327
train,Comedy-Drama-Romance,327447,159
train,Comedy-Drama-Romance,403015,327
train,Comedy-Drama-Romance,81318,243
train,Comedy-Drama-Romance,77778,126
train,Comedy-Drama-Romance,13525,183
train,Comedy-Drama-Romance,304791,293
train,Comedy-Drama-Romance,413855,224
train,Comedy-Drama-Romance,182336,266
train,Comedy-Drama-Romance,50673,230
train,Comedy-Drama-Romance,434840,343
train,Comedy-Drama-Romance,135641,312
train,Comedy-Drama-Romance,54190,246
train,Comedy-Drama-Romance,107592,291
train,Comedy-Drama-Romance,65900,181
train,Comedy-Drama-Romance,337287,130
train,Comedy-Drama-Romance,380491,371
train,Comedy-Drama-Romance,451370,75
train,Comedy-Drama-Romance,110647,235
train,Comedy-Drama-Romance,70270,259
train,Comedy-Drama-Romance,81652,141
train,Comedy-Drama-Romance,50235,285
train,Comedy-Drama-Romance,27046,306
train,Comedy-Drama-Romance,80159,66
train,Comedy-Drama-Romance,227986,266
train,Comedy-Drama-Romance,82622,272
train,Comedy-Drama-Romance,240181,156
train,Comedy-Drama-Romance,379138,202
train,Comedy-Drama-Romance,57205,202
train,Comedy-Drama-Romance,311022,291
train,Comedy-Drama-Romance,11337,326
train,Comedy-Drama-Romance,459570,180
train,Comedy-Drama-Romance,54902,283
train,Comedy-Drama-Romance,10660,279
train,Comedy-Drama-Romance,38093,329
train,Comedy-Drama-Romance,258452,341
train,Comedy-Drama-Romance,65013,62
train,Comedy-Drama-Romance,52800,338
train,Comedy-Drama-Romance,41483,337
train,Comedy-Drama-Romance,227655,314
train,Comedy-Drama-Romance,215374,228
