train,Music-Science_Fiction,194844,349
train,Music-Science_Fiction,241428,209
train,Music-Science_Fiction,14089,185
train,Music-Science_Fiction,379336,274
train,Music-Science_Fiction,106620,228
train,Music-Science_Fiction,172648,379
train,Music-Science_Fiction,420072,188
train,Music-Science_Fiction,202123,289
train,Music-Science_Fiction,282912,1123
train,Music-Science_Fiction,441687,217
train,Mystery,224526,250
train,Mystery,42061,343
train,Mystery,204053,203
train,Mystery,246522,121
train,Mystery,74470,368
train,Mystery,271085,316
train,Mystery,95612,131
train,Mystery,244246,167
train,Mystery,172564,75
train,Mystery,252923,314
train,Mystery,225421,202
train,Mystery,121822,236
train,Mystery,485581,293
train,Mystery,457470,64
train,Mystery,359354,626
train,Mystery,412902,264
train,Mystery,74323,149
train,Mystery,192631,228
train,Mystery,288012,133
train,Mystery,269384,169
train,Mystery,391130,255
train,Mystery,485995,334
train,Mystery,249295,289
train,Mystery,72774,252
train,Mystery,325622,65
train,Mystery,167075,380
train,Mystery,156970,151
train,Mystery,193717,192
train,Mystery,49562,206
train,Mystery,264413,218
train,Mystery,241189,375
train,Mystery,74391,232
train,Mystery,257017,276
train,Mystery,384057,193
train,Mystery,81740,175
train,Mystery,118122,188
train,Mystery,380382,185
train,Mystery,119121,329
train,Mystery,128721,234
train,Mystery,105073,64
train,Mystery,165749,161
train,Mystery,72221,264
train,Mystery,55381,112
train,Mystery,354754,301
train,Mystery,111306,267
train,Mystery,259729,325
train,Mystery,175998,137
train,Mystery,309256,263
train,Mystery,371212,67
train,Mystery,188734,306
train,Mystery,79117,179
train,Mystery,294800,214
train,Mystery,377162,233
train,Mystery,413590,124
train,Mystery,74545,146
train,Mystery,368832,216
train,Mystery,173928,181
train,Mystery,341655,366
train,Mystery,375834,193
train,Mystery,345562,205
train,Mystery,196147,304
train,Mystery,35546,488
train,Mystery,119118,254
train,Mystery,301883,126
train,Mystery,155532,166
train,Mystery,183397,320
train,Mystery,83113,285
train,Mystery,397545,157
train,Mystery,295604,203
train,Mystery,109054,311
train,Mystery,361011,351
train,Mystery,267333,270
train,Mystery,241670,229
train,Mystery,173854,353
train,Mystery,171412,236
train,Mystery,231700,136
train,Mystery,228715,227
train,Mystery,222114,286
train,Mystery,267336,270
train,Mystery,395440,557
train,Mystery,280360,266
train,Mystery,487370,134
train,Mystery,283928,66
train,Mystery,47401,250
train,Mystery,221791,128
train,Mystery,283651,297
train,Mystery,128717,269
train,Mystery,56599,225
train,Mystery,64650,733
train,Mystery,445772,310
train,Mystery,108375,190
train,Mystery,381145,214
train,Mystery,295682,165
train,Mystery,334064,287
train,Mystery,48795,235
train,Mystery,381245,188
train,Mystery,367067,326
train,Mystery,50744,227
train,Mystery,249073,262
train,Mystery,472000,59
train,Mystery,474521,292
train,Mystery,414709,62
train,Mystery,334118,137
train,Mystery,415264,281
train,Mystery,352741,1568
train,Mystery,282225,179
train,Mystery,124729,276
train,Mystery,270393,281
train,Mystery,461599,250
train,Mystery,416687,65
train,Mystery,198881,238
train,Mystery,61546,163
train,Mystery,264143,183
train,Mystery,432606,314
train,Mystery,444819,330
train,Mystery,385356,362
train,Mystery,74468,362
train,Mystery,286812,367
train,Mystery,156331,195
train,Mystery,258046,213
train,Mystery,433680,252
train,Mystery,405550,141
train,Mystery,120585,267
train,Mystery,334048,420
train,Mystery,471763,257
train,Mystery,455960,196
train,Mystery,129378,257
train,Mystery,399898,317
train,Mystery,460706,254
train,Mystery,119100,321
train,Mystery,37298,311
train,Mystery,395924,278
train,Mystery,385995,270
train,Mystery,124400,181
train,Mystery,164990,295
train,Mystery,290085,193
train,Mystery,362293,222
train,Mystery,418093,333
train,Mystery,283395,225
train,Mystery,345960,330
train,Mystery,338779,633
train,Mystery,165002,188
train,Mystery,227965,328
train,Mystery,303919,319
train,Mystery,235919,193
train,Mystery,142035,595
train,Mystery,416954,210
train,Mystery,455219,59
train,Mystery,428523,229
train,Mystery,70454,267
train,Mystery,342671,144
train,Mystery,450657,239
train,Mystery,109797,132
train,Mystery,336226,202
train,Mystery,393468,222
train,Mystery,332790,175
train,Mystery,105443,321
train,Mystery,168819,206
train,Mystery,36664,84
train,Mystery,449827,201
train,Mystery,215175,320
train,Mystery,171954,232
train,Mystery,177864,313
train,Mystery,111672,346
train,Mystery,448514,200
train,Mystery,214105,231
train,Mystery,285201,54
train,Mystery,27203,208
train,Mystery,397830,314
train,Mystery,104917,101
train,Mystery,249478,308
train,Mystery,204602,93
train,Mystery,447416,279
train,Mystery,277197,297
train,Mystery,215474,250
